projectid,<nn>title</nn>
71ec51c646bcc60683ccb678b7365c68,<nn>Projector</nn> <to>to</to> <nn>Support</nn> <cd>2nd</cd> <nnp>Grade</nnp> <nnp>Learning</nnp> <pp>!</pp>
71d436cc6144487e24698810e7bde6d3,<vbg>Using</vbg> <vbz>Stems</vbz> <in>In</in> <nn>Stem</nn>
71d436cc6144487e24698810e7bde6d3,<nnp>Plant</nnp>
71a962feed9c57c2439c7ab19eaad02e,<nn>Listening</nn> <nnp>Center</nnp>
71a3e37a1d3618c303d5063a7fa6ed8e,<prp>It</prp> <vbz>'s</vbz> <det>a</det> <nn>Mystery</nn> <pp>!</pp>
718c717fbba32dee66155d677dec107c,<vbg>Bringing</vbg> <nn>Text</nn> <to>to</to> <nnp>Life</nnp> <in>on</in> <det>the</det> <nn>Screen</nn>
718b4654e8ca316a367f05bf044b9cbd,<nn>Reading</nn> <in>for</in> <nnp>Success</nnp>
71768acf21d584357be39fe0f43e6997,<nnp>Music</nnp> <in>for</in> <det>All</det>
716f62b5784fcc11ed3180a8796734aa,<nn>Help</nn> <nns>Students</nns> <nnp>Read</nnp>
716cf4941ea016438e4dc24dde2f434a,<nnp>Road</nnp> <to>To</to> <nnp>College</nnp>
7159d3d963c9b7eebafd27c3330d1753,<nnp>Let</nnp> <pos>'s</pos> <nn>Start</nn> <nn>Reading</nn> <pp>!</pp>
7157e4c467e5a3fad3d73ef79fb81d9a,<vbn>Wanted</vbn> <pps>:</pps> <nnp>Sharp</nnp> <nns>Pencils</nns> <pp>!</pp> <pp>!</pp> <pp>!</pp>
7156732bad821be452ec4b3241532919,<vb>Take</vb> <prp>Us</prp> <in>on</in> <det>a</det> <nnp>Magic</nnp> <nn>Carpet</nn> <nn>Ride</nn> <in>While</in> <prp>We</prp> <nn>Play</nn> <cc>and</cc> <nnp>Read</nnp>
714c4cf1e6c24bea54d208629411700c,<nnp>New</nnp> <nnp>Old</nnp> <nnp>School</nnp> <nns>Tablets</nns>
712ca43626b742d60db8fd814e5be051,<ppl>``</ppl> <rb>Just</rb> <rb>Right</rb> <ppr>''</ppr> <ppr>''</ppr> <nnp>Books</nnp> <vb>Build</vb> <prps>Our</prps> <nn>Reading</nn> <nns>Skills</nns> <pp>!</pp> <ppr>''</ppr>
712aa365660103328df8742b31b77a7b,<nnp>Seventh</nnp> <nns>Graders</nns> <vbp>Need</vbp> <nnp>Science</nnp> <nnps>Materials</nnps>
711526b00e2d4a3e74d4e7ce587a7fc5,<nnp>Read</nnp> <to>To</to> <vb>Succeed</vb> <pp>!</pp>
711366d753a85f4533d66c7cba2b5ddf,<det>The</det> <nnp>Office</nnp> <in>for</in> <det>the</det> <cd>21st</cd> <nn>Century</nn> <nnp>Classroom</nnp>
711366d753a85f4533d66c7cba2b5ddf,<nnp>Microsoft</nnp>
7108d7d33ca74e7cfc9f170a58c78ab2,<nnp>Let</nnp> <pos>'s</pos> <nn>Play</nn> <pp>!</pp>
710428eeb8bd5ccda90faad0a73d4ebc,<ppl>``</ppl> <nnp>Board</nnp>
70e64cb665feb73cd831a1151db047a1,<nnp>BrainPOP</nnp> <pp>!</pp>
70e5b875449fa37df054639cf9755486,<nnp>Technology</nnp> <in>for</in> <nnp>Common</nnp> <nnp>Core</nnp> <nnp>Close</nnp> <vbz>Reads</vbz> <cc>and</cc> <jjr>More</jjr> <pp>!</pp>
70dd16cb60d4e2f317fe480d76cca9ac,<nnp>Young</nnp> <nnp>Poets</nnp> <nn>Lab</nn>
70dc9e7ebd94b944b5e36ff52cc2c328,<nn>Motivation</nn> <vbn>Multiplied</vbn> <pp>!</pp>
70c691d090b2c954322eecbe39fb97aa,<ppl>``</ppl> <det>The</det> <jjs>Best</jjs> <vbn>Laid</vbn> <nns>Plans</nns> <pps>:</pps> <ppl>``</ppl> <ppl>``</ppl> <in>Of</in> <nns>Mice</nns> <cc>and</cc> <nnp>Men</nnp> <ppr>''</ppr> <ppr>''</ppr> <nn>Novel</nn> <nn>Unit</nn> <ppr>''</ppr>
70bc7b2efdf01461397da4192af288d4,<nnp>Digital</nnp> <nn>Storytelling</nn> <pps>:</pps> <nnp>Student</nnp> <nns>Voices</nns>
70b7f7f95c58c2b4f49b0fedfaff5da8,<jj>Inspiring</jj> <nn>Proficiency</nn> <in>In</in> <nnp>Technology</nnp> <in>For</in> <nn>Today</nn> <pos>'s</pos> <nnp>World</nnp>
70b4fb59776d5402844e247cc9070cd8,<nnp>Learning</nnp> <nnps>Materials</nnps> <in>for</in> <nnp>HS</nnp> <nnp>Science</nnp> <nns>Students</nns> <in>with</in> <nnp>Disabilities</nnp>
70b325e86cff3881726f6ca36fc46971,<jj>Non-Fiction</jj> <nns>Books</nns> <pp>!</pp>
70a53c06a34cd98426fa7f5d263760d4,<nnp>Play</nnp> <prp>Me</prp> <det>A</det> <nnp>Melody</nnp>
70a0ea71100a79fcb48ce2f1710ff20a,<nnp>Research</nnp> <nnp>Tool</nnp> <in>for</in> <prps>our</prps> <nnp>Computer</nnp> <nn>Lab</nn> <cc>and</cc> <nnp>Future</nnp> <pp>!</pp>
708e75f450653184246cd5df12ced039,<nnp>Chromebooks</nnp> <in>For</in> <nns>Humanities</nns> <nns>Classes</nns>
707e4ae80d9df087068484785a9e76ce,<nnp>Whatcha</nnp> <pos>'</pos> <nn>Reading</nn> <pp>?</pp>
706ea7ca4012c60f4b1e2f708aa1f472,<nn>Measuring</nn> <in>up</in> <to>to</to> <nnp>Science</nnp>
7069909f147aeeebc421571d74e94bf5,<vb>Add</vb> <det>Some</det> <nn>Flair</nn> <to>to</to> <nn>Jazz</nn> <nnp>Combo</nnp> <pp>!</pp>
7056b3a1e666c55ed6139f05a0050c14,<nnp>High</nnp> <nnp>Interest</nnp> <nns>Novels</nns> <vbd>Needed</vbd> <in>For</in> <jj>Reluctant</jj> <nns>Readers</nns> <pp>!</pp>
7055b43ec4454807fae0bdf9050aa41e,<in>On</in> <det>the</det> <nn>Victory</nn> <nnp>Track</nnp> <pp>!</pp>
704d0b47b7a4f82f6aa764b6887c18e5,<nnp>Dry</nnp> <vb>Erase</vb> <nns>Boards</nns> <vbd>Needed</vbd> <in>for</in> <nnp>First</nnp> <nns>Graders</nns>
703593d830a5c90950aa0c266eb7ac12,<jj>Voracious</jj> <nns>Readers</nns> <nn>Travel</nn> <to>to</to> <det>the</det> <nnp>Middle</nnp> <nnp>East</nnp>
703058672818089a85ae829fa032c7be,<vbg>Exploring</vbg> <cc>and</cc> <nnp>Learning</nnp> <jj>Hands-on</jj> <nn>Life</nn> <nns>Skills</nns>
702bbde51c2f2097a21a080c10fbff57,<ppl>``</ppl> <nnp>Lights</nnp>
70226fd54651bb6e1fa206b084a80c58,<ppl>``</ppl> <cd>One</cd> <nnp>Classroom</nnp>
701793e5026fc9f90a005743aa4dc8db,<nnp>Raising</nnp> <det>the</det> <nn>Graduation</nn> <nn>Rate</nn>
700ad0901a7874d0af7552344e80cb77,<vbg>Bringing</vbg> <det>the</det> <nnp>News</nnp> <to>to</to> <det>the</det> <nnp>Classroom</nnp> <pps>:</pps> <nnp>Student</nnp> <nnp>Vision</nnp>
7002d2fe50ceb380c74f7fb9375f6bfe,<ppl>``</ppl> <prp>We</prp> <vbp>Need</vbp> <nnp>Xylophones</nnp>
6ff7618293326e57eba03ef0094eef27,<nn>Help</nn> <nnp>Make</nnp> <nnp>Learning</nnp> <vbz>Experiences</vbz> <nnp>Interactive</nnp> <cc>and</cc> <jj>Engaging</jj> <pp>!</pp>
6ff7105224e79a682cabd82b9831a27a,<nn>Literacy</nn> <in>In</in> <nnp>Action</nnp>
6fe4b4726dbf1cdbfd8ac1c6528316c4,<vb>Keep</vb> <nns>Hands</nns> <in>On</in> <pp>!</pp>
6fc0e569ce60d25d47db34f0c5e56b0c,<vb>Get</vb> <prp>Me</prp> <in>Out</in> <in>of</in> <det>These</det> <nns>Desks</nns> <pp>!</pp>
6fbd56c72f50fba1512e7fb69a0897d8,<prp>It</prp> <vbz>'s</vbz> <rb>Not</rb> <nn>Rocket</nn> <nn>Science</nn> <pp>!</pp>
6fbd56c72f50fba1512e7fb69a0897d8,
6fbd56c72f50fba1512e7fb69a0897d8,<nnp>Career/Financial</nnp> <nnp>Success</nnp>
6f92e01a5e7f6123f189c9b26836bbd4,<nn>Help</nn> <nns>Students</nns> <in>with</in> <nnp>Autism</nnp> <nnp>Have</nnp> <det>a</det> <nnp>Voice</nnp> <pp>!</pp>
6f91a1cf79901010d25a3e68f21ca5ee,<nn>Help</nn> <nnp>Us</nnp> <in>with</in> <prps>Our</prps> <nn>Need</nn> <to>to</to> <vb>Read</vb> <pp>!</pp>
6f90ca40cc8d61ecac1a55639bc20a94,<nnp>Good</nnp> <nnp>Times</nnp> <in>in</in> <det>the</det> <nnp>Classroom</nnp>
6f90944b133b3627bdf19525d6abb1cb,<jj>Special</jj> <nns>Needs</nns> <nn>Class</nn> <vbz>Has</vbz> <jj>Special</jj> <nns>Requests</nns>
6f8ab498cc9e4054b24899d54feb1614,<ppl>``</ppl> <vbg>Educating</vbg> <nns>Kids</nns> <in>on</in> <nn>Diversity</nn>
6f72f2ae3b9f4fc578f1569979e71c96,<nnp>EL</nnp> <cc>and</cc> <nns>Languages</nns> <nns>Classes</nns>
6f69ba05fe209ad1f855825fb18de138,<nnp>Cognitive</nnp> <nnp>Engagement</nnp>
6f62c5cd91ccaa24dc91f2306469fd3a,<vbg>Bringing</vbg> <det>the</det> <nnp>World</nnp> <pos>'s</pos> <nnp>Great</nnp> <nnp>Art</nnp> <to>to</to> <det>the</det> <nnp>Classroom</nnp>
6f62211486783cafbead167e70bb0998,<in>From</in> <nnp>Chaos</nnp> <to>to</to> <nnp>Order</nnp> <pps>:</pps> <nnp>Workshop</nnp> <nns>Folders</nns>
6f49fc27790544db0369b68df07214d9,<nn>Help</nn> <nnp>Our</nnp> <nnp>Creative</nnp> <nns>Juices</nns> <nn>Flow</nn> <pp>!</pp>
6f40f6122ae1fd54f440c5b577b27874,<in>In</in> <nn>Need</nn> <in>of</in> <nns>Maps</nns> <pp>!</pp>
6f29dc6e23e6632041b366a0993609df,<nn>Pen</nn> <nn>Pals-Connecting</nn> <nnp>Our</nnp> <nns>Students</nns> <to>To</to> <det>The</det> <nnp>World</nnp>
6f2456da9a2ce736ad4d6123916ff713,<nn>Bug</nn> <prp>Me</prp> <rb>Anytime</rb> <pp>!</pp>
6effd9514beaaf0fe5dc5d712f492c78,<nn>Touch</nn> <nnp>My</nnp> <nn>Sight</nn> <nns>Words</nns> <pp>!</pp>
6efc4d1a43de504fa5d47ecd1a5fbce4,<nnp>Let</nnp> <pos>'s</pos> <vb>Get</vb> <nnp>Eggie</nnp> <cc>and</cc> <nnp>See</nnp> <wp>What</wp> <vbz>'s</vbz> <nnp>Hatching</nnp> <in>in</in> <nnp>First</nnp> <nnp>Grade</nnp> <sym>***</sym>
6efb500b5c8a9cd1e54bffbe72af05ff,<nn>Word</nn> <nnp>Processing</nnp> <pp>!</pp>
6ef29d6177a2d6f4c6d2ea44cec70602,<vbg>Drawing</vbg> <det>A</det> <nnp>Community</nnp> <rb>Together</rb>
6edabad2acbcdf93d97a851ad5c67da4,<rb>Here</rb> <vbz>Comes</vbz> <det>The</det> <nn>Supply</nn> <nnp>Wagon</nnp> <pp>!</pp>
6eda0dc8aed1d17a044cb65fda36cf6e,<vb>Stave</vb> <nn>Lap</nn> <nns>Boards</nns> <in>For</in> <nnp>Learning</nnp> <nnp>Music</nnp> <nnp>Notes</nnp>
6ec8ac1e2c772eaa245fe08fa7d27736,<ppl>``</ppl> <prp>You</prp> <md>Can</md> <vb>Give</vb> <prp>Us</prp> <det>a</det> <ppl>``</ppl> <ppl>``</ppl> <nnp>Kleen</nnp> <ppr>''</ppr> <ppr>''</ppr> <nnp>Slate</nnp> <pp>!</pp> <ppr>''</ppr>
6ec6a5163c8b6d8aee449914f551b1cb,<ppl>``</ppl> <nnp>Super</nnp> <nns>Scientists</nns> <vbp>Need</vbp> <nns>Lights</nns>
6ec3a71c6293ec2ed4d82ac841ae0625,<nnp>Students+</nnp> <nnp>Science</nnp> <nnp>Materials=</nnp> <nns>Experiments</nns>
6ec14c54f6a9b48bdb9f67555f68d24e,<nn>Butterfly</nn> <nn>Life</nn> <nnp>Cycle</nnp>
6ebc8da8ae4ee5ad87e2b937c07e5c8a,<ppl>``</ppl> <nn>Theme</nn> <pps>:</pps> <nnp>Family</nnp> <cc>and</cc> <nn>Sense</nn> <in>of</in> <vbg>Belonging</vbg>
6eba5e5991a36cea55e8820bfbc18a29,<det>A</det> <sym>+</sym> <nnp>B</nnp> <sym>=</sym> <nnp>A</nnp> <nnp>Great</nnp> <nnp>Learning</nnp> <nnp>Environment</nnp>
6eaa85628c0ce15235297d267d406f0a,<nn>Nothing</nn> <to>to</to> <vb>Read</vb> <pp>?</pp>
6eaa85628c0ce15235297d267d406f0a,<nnp>Let</nnp> <pos>'s</pos> <nnp>Act</nnp> <prp>it</prp> <in>Out</in> <pp>!</pp>
6e9d929ffc51ee05e902e9ba9fbb1bc2,<vbg>Seeing</vbg> <det>the</det> <jj>Small</jj> <nn>Stuff</nn> <in>with</in> <nn>Microscope</nn> <nns>Cameras</nns>
6e9a7b43304c54ac50dcd3fed9450d1d,<prp>We</prp> <vbp>'re</vbp> <vbg>Having</vbg> <det>a</det> <nn>BLAST</nn> <in>Off</in> <pp>!</pp>
6e94cae58bea3d744926921ab6ce9791,<jjr>More</jjr> <jj>Amazing</jj> <nns>Books</nns> <to>to</to> <vb>Help</vb> <prps>Our</prps> <nn>Reading</nn> <nns>Lives</nns> <vbp>Soar</vbp> <pp>!</pp>
6e91d5b70a2e8e6b8d58e701a8a3a826,<det>An</det> <nnp>ELMO</nnp> <in>for</in> <prps>my</prps> <nnp>First</nnp> <nns>Graders</nns>
6e8c3ba3cfa363c5568a65a30b5acf5a,<jj>Enlightening</jj> <nnp>Our</nnp> <vbz>Lives</vbz> <in>With</in> <nnp>Color</nnp>
6e88c8b830bb7e1eb07fa52fac3c5425,<nnp>IPads</nnp> <in>for</in> <det>the</det> <nn>Art</nn> <nn>Room</nn> <pp>!</pp>
6e88c8b830bb7e1eb07fa52fac3c5425,
6e70869ac9a47b72c40c2cfe1659941c,<jj>Bilingual</jj> <nn>Reading</nn> <nnp>Racers</nnp> <pp>!</pp>
6e70869ac9a47b72c40c2cfe1659941c,<prp>We</prp> <vbp>Need</vbp> <prps>Your</prps> <nn>Help</nn> <to>To</to> <vb>Win</vb> <pp>!</pp>
6e6889953ae69496b4dfc1f0e4856748,<nn>Help</nn> <nnp>My</nnp> <nnp>Charter</nnp> <nnp>School</nnp> <nns>Students</nns> <to>To</to> <vb>Tune</vb> <prps>Their</prps> <nnp>Ukuleles</nnp> <pp>!</pp>
6e66ec1dcc46378454e59acbfb43c58e,<vbg>Traveling</vbg> <nn>Book</nn> <nnp>Totes</nnp> <pps>-</pps> <rb>Early</rb> <nn>Literacy</nn> <nn>Project</nn>
6e5efb74c6034ab351b7062ca09be2b9,<prp>I</prp> <vbp>Need</vbp> <nn>Something</nn> <to>to</to> <vb>Read</vb> <pp>!</pp>
6e591758c4b75cda49dc8386c94ef343,<ppl>``</ppl> <nn>Help</nn> <nnp>Us</nnp> <vbp>Get</vbp> <jjr>More</jjr> <nnp>Organized</nnp>
6e53cbf7c645ca0e68e0e78dee745ace,<ppl>``</ppl> <nnp>Leap</nnp>
6e4822defc79c83b3a2b2282545ec498,<nn>History</nn> <cc>and</cc> <vbg>Writing</vbg> <nn>Need</nn> <to>to</to> <vb>Come</vb> <jj>Alive</jj> <in>in</in> <prps>Our</prps> <nnp>Classroom</nnp>
6e2a61a3430fdfbbabb614712b051518,<nnp>STEM</nnp> <pps>:</pps> <in>From</in> <nnp>Paper</nnp> <to>to</to> <nnp>Pixel</nnp>
6e28708b749ad2457080f8734a7ed452,<nnp>Safe</nnp> <nnp>Glider</nnp> <vbg>Rocking</vbg> <nn>Chair</nn> <in>for</in> <rb>Visually</rb> <vbn>Impaired</vbn> <nns>Students</nns> <pp>.</pp>
6e1e92209f673ae28895743d0452524a,<det>An</det> <nnp>Apple</nnp> <in>for</in> <nnp>Us</nnp> <nnp>All</nnp>
6e025bbd7eb90677b362e4d57e3aa860,<nn>Help</nn> <nnp>Us</nnp> <vb>Be</vb> <jj>Excellent</jj> <pp>!</pp>
6e01641e1a0095fa525b1ddafed5e16e,<nn>Laptop</nn> <vbd>Needed</vbd> <pp>!</pp>
6e003a649a20cbae3e38338bde7dc5b0,<nnp>Mission</nnp> <jj>Possible</jj> <pps>:</pps> <vbg>Exploring</vbg> <prps>Our</prps> <nnp>World</nnp>
6dec411623a33ea83e1f9f570c9fa9ac,<nn>Help</nn> <nnp>Us</nnp> <nn>Start</nn> <det>the</det> <nn>Year</nn> <in>Off</in> <vb>Write</vb> <pp>!</pp>
6dddbb2ba21587b4091a5de9b1f70612,<prp>We</prp> <vbp>Need</vbp> <det>a</det> <nn>Printer</nn> <pp>!</pp>
6ddd0afe287689848bb987c6315c35e3,<vbg>Leaping</vbg> <in>for</in> <vb>Leapfrog</vb> <nn>Tag</nn> <nns>Readers</nns> <pp>!</pp>
6dd23ac201b4a111f4026d336db1de55,<vbg>Hearing</vbg> <det>the</det> <nnp>Voice</nnp> <in>of</in> <nnp>Malcolm</nnp> <nnp>X</nnp>
6db9b6afe819ff1e04f3d7ea3413b901,<nnp>Share</nnp> <det>The</det> <nn>Beauty</nn> <in>Of</in> <nnp>Color</nnp> <nnp>Into</nnp> <nnp>A</nnp> <nn>Kindergarten</nn> <nnp>Classroom</nnp>
6db7fa20d17821f188ed1451a40e436d,<nnp>Chromebooks</nnp> <to>to</to> <det>the</det> <nn>Reading</nn> <nn>Rescue</nn>
6db68287bde70e017a3dd063bbcaa04c,<nnp>Technology</nnp> <in>for</in> <nnp>Autism</nnp>
6db426ce1ae9bc9e8a481c05120da711,<ppl>``</ppl> <vbg>Using</vbg> <nns>Apples</nns> <to>to</to> <ppl>``</ppl> <ppl>``</ppl> <nnp>Divvy</nnp> <prp>it</prp> <in>Up</in> <ppr>''</ppr>
6dabd171eb01749696a9e0e65d5d1f9c,<nnp>High</nnp> <nn>Speed</nn> <nn>Science</nn> <in>for</in> <nn>Freshman</nn> <nnp>Physics</nnp> <cc>&</cc> <nnp>AP</nnp>
6da86e2a5524f61b81225353d3377e1f,<prp>We</prp> <md>Can</md> <vb>Do</vb> <det>That</det> <pp>!</pp>
6da86e2a5524f61b81225353d3377e1f,<prp>We</prp> <vbp>Have</vbp> <det>The</det> <nns>Supplies</nns> <pp>!</pp>
6da5b4087ff72aab9d2d1776cfa02d50,<nn>Finger</nn> <nn>Fun</nn> <pp>!</pp>
6d979f0c1e2098d1c8e2279192e15164,<nns>Hands</nns> <in>On</in> <nn>History</nn> <pps>:</pps> <nn>History</nn> <vbz>Comes</vbz> <jj>Alive</jj> <in>With</in> <nnp>Technology</nnp> <pp>!</pp>
6d8855c154dfd643098bb726ea975c16,<vbn>Leveled</vbn> <nnp>Library</nnp> <in>for</in> <nnp>Young</nnp> <nnp>Learners</nnp>
6d81aaf5e2d824f5e8e973e25bc24425,<vb>Learn</vb> <jjr>More</jjr> <in>on</in> <det>the</det> <nn>Floor</nn>
6d71bcdf6371965dcad915f1eab8b38c,<vbg>Slicing</vbg> <nnp>Into</nnp> <nnp>Science</nnp>
6d6e99aec617d411b29635655d8c09f0,<ppl>``</ppl> <jj>Effective</jj> <nnp>Tracking</nnp>
6d69ffcd7a1599e11f8ab34fd4ca96ea,<ppl>``</ppl> <nns>Tablets</nns> <in>for</in> <nnp>Technology</nnp>
6d68fed0b9d09d45d03803a7ac33f7c7,<det>All</det> <in>Aboard</in> <pp>!</pp>
6d6194b8cb6bd890826357fcac5283e1,<vb>Hear</vb> <prp>It</prp> <pp>!</pp>
6d6194b8cb6bd890826357fcac5283e1,<nnp>Read</nnp> <prp>it</prp> <pp>!</pp>
6d6194b8cb6bd890826357fcac5283e1,<nn>Talk</nn> <in>About</in> <prp>It</prp> <pp>!</pp>
6d6194b8cb6bd890826357fcac5283e1,<vbg>Enhancing</vbg> <nnp>Fluency</nnp>
6d3cb3afdb38b6b49f706e8a5670dacd,<nnp>Bullying</nnp> <in>in</in> <nnp>First</nnp> <nnp>Grade</nnp>
6d117b50a5b5b0239f278aa4caae5010,<vbg>Making</vbg> <nn>Music</nn> <vbn>Come</vbn> <jj>Alive</jj> <in>with</in> <nnp>Ukuleles</nnp> <in>in</in> <det>the</det> <nnp>Classroom</nnp> <pp>!</pp>
6d1007e790a7e9b938fcd03832300381,<nn>Warming</nn> <in>Up</in> <prps>Our</prps> <nns>Brains</nns> <pp>!</pp>
6d047cc38edbdfd83cc3663cf8f0b881,<nn>Help</nn> <nnp>First</nnp> <nns>Graders</nns> <vb>Become</vb> <nnp>Better</nnp> <nns>Readers</nns> <pp>!</pp> <pp>!</pp> <pp>!</pp> <pp>!</pp>
6cf0f4c1472ad46bb0d3d6c50c395b88,<nnp>Ipadding</nnp> <nnp>Thru</nnp> <cd>5th</cd> <nnp>Grade</nnp>
6cf0d8d48c85cc367dfbfa0127c217c6,<ppl>``</ppl> <cd>5th</cd> <nnp>Grade</nnp> <ppl>``</ppl> <ppl>``</ppl> <nnp>Rock</nnp> <nnp>Stars</nnp> <ppr>''</ppr> <ppr>''</ppr> <nnp>Journey</nnp> <to>to</to> <det>the</det> <nnp>Center</nnp> <in>of</in> <det>the</det> <nn>Earth</nn> <pp>!</pp> <ppr>''</ppr>
6cce902735a9710274ebd98e86beb1c5,<vb>Get</vb> <nnp>Nspired</nnp> <to>to</to> <vb>Learn</vb>
6cb5b5b0776ab7982890a17043e8bc17,<vbg>Exploring</vbg> <det>the</det> <nnp>Solar</nnp> <nnp>System</nnp>
6cac9c3b4e45e74e3cf05852763fe53d,<vbg>Creating</vbg> <nnp>Computer</nnp> <nn>Literacy</nn>
6caacf2934e638afeae57210a8c8e005,<nn>Carpet</nn> <nnp>Space</nnp> <in>For</in> <nn>Everyone</nn> <pp>!</pp>
6ca296d40dbd67dd5694864821f0c466,<nnp>Financial</nnp> <nns>Matters</nns> <pp>!</pp> <pp>!</pp> <pp>!</pp>
6c703c2280d049afd4b78a151059a5d0,<nnp>Lights</nnp> <pp>!</pp>
6c703c2280d049afd4b78a151059a5d0,<nnp>Action</nnp> <pp>!</pp>
6c703c2280d049afd4b78a151059a5d0,<cc>But</cc> <det>No</det> <nn>Camera</nn> <pp>!</pp>
6c61a9d92767f6037c856f5eb9611360,<jj>Smooth</jj> <nn>Running</nn> <nnp>Classroom</nnp>
6c5d484de61158c12323f255c80d9126,<uh>Hey</uh> <nn>There</nn> <pp>!</pp>
6c5d484de61158c12323f255c80d9126,<wp>What</wp> <vbz>'s</vbz> <det>That</det> <nn>Sound</nn> <pp>?</pp>
6c4fc08352630e61afd29791283c69dd,<ppl>``</ppl> <nns>Balls</nns>
6c42e1d6e848c20a1af541c283424664,<jj>Cool</jj> <jj>Colorful</jj> <nnp>Classroom</nnp>
6c2c59d9426acc6a8ae8b86b7b254474,<det>A</det> <ppl>`</ppl> <nn>Teaching</nn> <pos>'</pos> <nn>Rug</nn>
6c1f278e38d9d7868e3032a8373f3e78,<ppl>``</ppl> <nnp>Como</nnp> <fw>Se</fw> <nns>Dice</nns> <ppl>``</ppl> <ppl>``</ppl> <nnp>Dictionary</nnp> <ppr>''</ppr>
6c144b5f857e0debf55cb69771047d94,<nnp>Money</nnp> <nn>Madness</nn>
6c000112ee17e2a03f7a92a2b7dfd2d4,<nnp>Building</nnp> <nn>Number</nn> <nn>Sense</nn> <in>through</in> <jj>Hands-on</jj> <nnp>Learning</nnp>
6bebd13d280e5b6cc098c85f8673af2a,<ppl>``</ppl> <nnp>Rock</nnp> <in>On</in>
6be64da546c96c310e7a2a3c2e0e38e9,<nnp>Daily</nnp> <cd>5</cd> <pps>-</pps> <vb>Listen</vb> <to>To</to> <nn>Reading</nn>
6be036196a3dc9ac67b899f3c0d7e97f,<ppl>``</ppl> <det>A</det> <jj>Single</jj> <nnp>Shard</nnp> <pps>:</pps> <det>A</det> <jj>Cultural</jj>
6bc1a558a7bcf71bd0bf377d1a1cffe1,<vbg>Turning</vbg> <det>the</det> <nns>Basics</nns> <in>into</in> <jj>Beautiful</jj> <pp>!</pp>
6bbf90eec06ef3d90ee72a8f1d5a5821,<nn>iLearn</nn> <in>with</in> <det>an</det> <nn>iPad</nn>
6bb0e9c2f4e211906520680e40451f3f,<nnp>Train</nnp> <prps>Your</prps> <nn>Brain</nn> <pp>!</pp>
6bb0e9c2f4e211906520680e40451f3f,<nnp>Learning</nnp> <in>Through</in> <nnp>Movement</nnp>
6ba49c612e433f0b3c9456ec44071dea,<nn>Help</nn> <in>For</in> <nnp>Todays</nnp> <vbg>Struggling</vbg> <nns>Readers</nns> <to>To</to> <vb>Become</vb> <nnp>Tomorrows</nnp> <nnp>Stars</nnp>
6ba2ad03af00a57c14fea804d4062429,<prp>We</prp> <vbp>Need</vbp> <det>A</det> <nnp>Little</nnp> <nnp>Perspective</nnp>
6b9b724d2d4d3e558a863cafbd60237d,<jj>Inspiring</jj> <nnp>Learning</nnp> <in>Through</in> <nnp>Technology</nnp>
6b95721e086355866b3903cf3014f495,<det>A</det> <nn>Place</nn> <to>To</to> <vb>Sit</vb> <rb>Together</rb>
6b8480f5c0e4e545e11e69cb0eac7f39,<nnp>Learning</nnp> <in>with</in> <nnp>Music</nnp> <cc>and</cc> <nnp>Movement</nnp> <in>In</in> <nn>Kindergarten</nn>
6b7ec5ed72e936ec53ca6b35d482e1ba,<nnp>Organizing</nnp> <nnp>Learning</nnp> <cc>and</cc> <nn>Teaching</nn> <in>With</in> <det>An</det> <nnp>Easel</nnp>
6b7ec3f945ef8eaea8f2d0b7eb8ac8de,<nnp>Sharp</nnp> <nns>Pencils</nns>
6b7e6e7324524c24d5b7ea583605ec56,<in>Over</in> <det>the</det> <nnp>Rainbow</nnp>
6b5110a3b1cf084434ea4580a4dbd5f5,<md>Can</md> <prp>We</prp> <vbp>Count</vbp> <in>on</in> <det>a</det> <nn>Place</nn> <to>to</to> <vb>Sit</vb> <pp>?</pp>
6b4569b81cb633f02358ea3c2040b79d,<nnp>Read</nnp> <to>To</to> <vb>Succeed</vb>
6b43e15045c70c72820d18761dc39c96,<nnp>Vocabulary</nnp> <nnp>Station</nnp> <to>To</to> <vb>Incorporate</vb> <nnp>Into</nnp> <nnp>Classroom</nnp> <nnp>Daily</nnp> <cd>5</cd>
6b3f3b210a50c72458485d05684870dd,<vbg>Bridging</vbg> <det>the</det> <nnp>Gap.Reaching</nnp> <nnp>Success</nnp>
6b31fcbdd3f422b1a564901b1fff8465,<nnp>Sit</nnp> <nnp>Down</nnp> <cc>And</cc> <vb>Let</vb> <prp>Me</prp> <vb>Show</vb> <prp>You</prp> <wp>What</wp> <prp>I</prp> <vbd>Did</vbd> <in>In</in> <nnp>School</nnp> <nnp>Today</nnp> <pp>!</pp>
6b2310dd53d8730053826525af1b8f07,<nnp>Books</nnp> <jj>Priceless</jj> <pp>!</pp> <pp>!</pp> <pp>!</pp>
6b151055d8ed0ba5f9a694d31c030e9c,<nnp>Stop</nnp> <pp>!</pp>
6b151055d8ed0ba5f9a694d31c030e9c,<nnp>Center</nnp> <nnp>Time</nnp> <pp>!</pp>
6b11325ba1ebbc8821cfb3fd3d5ea2da,<nn>Opening</nn> <det>the</det> <nn>Window</nn> <to>to</to> <nn>Self</nn> <nnp>Discovery</nnp> <cc>and</cc> <nnp>Worth</nnp> <pp>!</pp>
6b01688eb658deb5fce645ec20523397,<vbg>Writing</vbg> <nn>Fun</nn> <pp>!</pp>
