projectid,<nn>essay</nn>
623195bced47b9497edabc4c7bfc6c1b,<ppl>``</ppl> <vbd>Did</vbd> <prp>you</prp> <vbp>enjoy</vbp> <nn>science</nn> <nn>class</nn> <in>because</in> <in>of</in> <det>the</det> <nns>labs</nns> <cc>and</cc> <nns>activities</nns> <pp>?</pp>
623195bced47b9497edabc4c7bfc6c1b,<nnp>My</nnp> <nns>students</nns> <vbp>do</vbp> <cc>but</cc> <prps>our</prps> <nn>weather</nn> <cc>and</cc> <nn>atmosphere</nn> <nn>unit</nn> <vbz>lacks</vbz> <det>the</det> <nns>resources</nns> <vbd>needed</vbd> <to>to</to> <vb>be</vb> <jj>able</jj> <to>to</to> <vb>complete</vb> <jj>hands-on</jj> <nns>activities</nns> <in>so</in> <det>that</det> <nns>students</nns> <vbp>develop</vbp> <det>a</det> <jj>real</jj> <nn>understanding</nn> <in>of</in> <det>these</det> <jj>difficult</jj> <nns>concepts</nns> <pp>.</pp>
623195bced47b9497edabc4c7bfc6c1b,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <vbp>are</vbp> <jj>full</jj> <in>of</in> <nn>energy</nn> <cc>and</cc> <jj>eager</jj> <to>to</to> <vb>learn</vb> <pp>.</pp>
623195bced47b9497edabc4c7bfc6c1b,<prp>They</prp> <vbp>come</vbp> <to>to</to> <nn>class</nn> <det>every</det> <nn>day</nn> <vbg>wanting</vbg> <to>to</to> <vb>participate</vb> <in>in</in> <jj>active</jj> <nn>learning</nn> <nns>activities</nns> <pp>.</pp>
623195bced47b9497edabc4c7bfc6c1b,<prp>They</prp> <vbp>want</vbp> <to>to</to> <vb>use</vb> <nn>science</nn> <nn>equipment</nn> <rb>rather</rb> <in>than</in> <nn>look</nn> <in>at</in> <prp>it</prp> <in>in</in> <det>a</det> <nn>textbook</nn>
6230a34f8db36dd8956b08e812490f3a,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>32</cd> <vbp>Hear</vbp> <prp>Myself</prp> <vb>Sound</vb> <nns>Phones</nns> <to>to</to> <vb>increase</vb> <nn>reading</nn> <nn>fluency</nn> <cc>and</cc> <to>to</to> <vb>help</vb> <nn>monitor</nn> <nn>speaking</nn> <nn>volume</nn> <pp>.</pp>
6219618c41fbb33cf349b4ad2cd31a42,<ppl>``</ppl> <det>The</det> <nns>boys</nns> <in>in</in> <prps>my</prps> <nn>class</nn> <vbp>deserve</vbp> <to>to</to> <vb>have</vb> <nn>access</nn> <to>to</to> <nns>books</nns> <prp>they</prp> <vbp>are</vbp> <vbn>excited</vbn> <in>about</in> <pp>.</pp>
6219618c41fbb33cf349b4ad2cd31a42,<vbg>Getting</vbg> <det>the</det> <nn>right</nn> <nns>books</nns> <in>in</in> <det>the</det> <nns>hands</nns> <in>of</in> <prps>my</prps> <nns>students</nns> <vbz>is</vbz> <prps>my</prps> <nn>job</nn> <cc>and</cc> <prp>I</prp> <vbp>feel</vbp> <in>like</in> <prp>I</prp> <vbp>do</vbp> <rb>not</rb> <vb>have</vb> <jj>enough</jj> <nns>books</nns> <vbn>geared</vbn> <in>towards</in> <det>the</det> <nns>boys</nns> <in>in</in> <prps>my</prps> <nn>classroom</nn> <pp>.</pp>
6219618c41fbb33cf349b4ad2cd31a42,<nnp>\n</nnp> <nnp>\nOur</nnp> <nn>school</nn> <vbz>is</vbz> <vbn>located</vbn> <in>in</in> <det>a</det> <jj>beautiful</jj> <nn>city</nn> <in>in</in> <nnp>North</nnp> <nnp>Carolina</nnp> <pp>.</pp>
6219618c41fbb33cf349b4ad2cd31a42,<prp>It</prp> <vbz>is</vbz> <det>a</det> <jj>public</jj> <nn>school</nn> <pp>.</pp>
6219618c41fbb33cf349b4ad2cd31a42,<nnp>\nI</nnp> <vbp>have</vbp> <det>a</det> <nn>classroom</nn> <jj>full</jj> <in>of</in> <jj>enthusiastic</jj> <nns>readers</nns> <pp>!</pp>
6219618c41fbb33cf349b4ad2cd31a42,<prp>I</prp> <vbp>have</vbp> <det>a</det> <jj>diverse</jj> <nn>group</nn> <in>of</in> <nns>students</nns> <in>on</in> <jj>many</jj> <jj>different</jj> <nn>reading</nn> <nns>levels</nns> <pp>.</pp>
6219618c41fbb33cf349b4ad2cd31a42,<nnp>My</nnp> <nns>students</nns> <vbp>are</vbp> <nn>kind</nn> <cc>and</cc> <jj>respectful</jj> <cc>and</cc> <prp>they</prp> <vbp>love</vbp> <to>to</to> <vb>learn</vb> <cc>and</cc> <vb>read</vb> <pp>.</pp>
6219618c41fbb33cf349b4ad2cd31a42,<prp>I</prp> <vbp>want</vbp> <to>to</to> <vb>keep</vb> <det>this</det> <nn>love</nn> <in>of</in> <nn>reading</nn> <vbg>going</vbg> <in>by</in> <vbg>having</vbg> <det>the</det> <jjs>best</jjs> <nns>books</nns> <jj>available</jj> <in>for</in> <prp>them</prp> <pp>.</pp>
6219618c41fbb33cf349b4ad2cd31a42,<nnp>\n</nnp> <nnp>\nAs</nnp> <nnp>I</nnp> <vbp>'m</vbp> <vbg>getting</vbg> <to>to</to> <vb>know</vb> <det>the</det> <nns>boys</nns> <in>in</in> <prps>my</prps> <nn>class</nn>
620370a6646d3e0f58d7fabff064ff9b,<prp>I</prp> <vbp>am</vbp> <det>a</det> <jj>new</jj> <nn>science</nn> <nn>teacher</nn> <cc>and</cc> <prps>our</prps> <nn>science</nn> <nn>lab</nn> <vbz>does</vbz> <rb>not</rb> <vb>have</vb> <jj>basic</jj> <nn>equipment</nn> <jj>such</jj> <in>as</in> <nns>microscopes</nns> <pp>.</pp>
620370a6646d3e0f58d7fabff064ff9b,<nnp>Microscopes</nnp> <md>will</md> <vb>help</vb> <nns>students</nns> <to>to</to> <vb>better</vb> <vb>understand</vb> <prps>their</prps> <nn>science</nn> <nns>experiments</nns> <pp>.</pp>
620370a6646d3e0f58d7fabff064ff9b,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <vbp>are</vbp> <in>in</in> <nns>grades</nns> <cd>1</cd> <pps>-</pps> <cd>6</cd> <in>at</in> <det>a</det> <jj>small</jj> <jj>elementary</jj> <nn>school</nn> <pp>.</pp>
620370a6646d3e0f58d7fabff064ff9b,<prp>We</prp> <vbp>serve</vbp> <det>a</det> <nn>population</nn> <wrb>where</wrb> <jjr>more</jjr> <in>than</in> <cd>40</cd> <nn>%</nn> <in>of</in> <prps>our</prps> <nns>students</nns> <vbp>participate</vbp> <in>in</in> <det>the</det> <jj>free</jj> <cc>or</cc> <jj>reduced</jj> <nn>lunch</nn> <nn>program</nn> <pp>.</pp>
620370a6646d3e0f58d7fabff064ff9b,<prps>Our</prps> <nns>families</nns> <vbp>are</vbp> <jj>wonderful</jj> <cc>and</cc> <vb>participate</vb> <in>with</in> <prps>their</prps> <nn>time</nn> <cc>but</cc> <vb>do</vb> <rb>not</rb> <vb>have</vb> <det>the</det> <nns>funds</nns> <to>to</to> <vb>help</vb> <to>to</to> <rb>continually</rb> <vb>provide</vb> <det>the</det> <nns>extras</nns> <in>that</in> <nn>help</nn> <to>to</to> <vb>make</vb> <nn>school</nn> <jj>exciting</jj> <pp>.</pp>
620370a6646d3e0f58d7fabff064ff9b,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <md>will</md> <vb>be</vb> <jj>able</jj> <to>to</to> <vb>better</vb> <nn>grasp</nn> <nnp>Thier</nnp> <nn>science</nn> <nns>experiments</nns> <pp>.</pp>
620370a6646d3e0f58d7fabff064ff9b,<prp>They</prp> <md>will</md> <vb>be</vb> <jj>able</jj> <to>to</to> <vb>view</vb> <nns>cells</nns> <cc>and</cc> <jj>small</jj> <nns>items</nns> <in>under</in> <det>the</det> <nns>microscopes</nns> <pp>.</pp>
620370a6646d3e0f58d7fabff064ff9b,<prp>They</prp> <md>will</md> <vb>have</vb> <det>a</det> <jjr>better</jjr> <nn>understanding</nn> <in>of</in> <det>the</det> <nn>world</nn> <in>around</in> <prp>them</prp> <cc>and</cc> <wp>what</wp> <vbz>goes</vbz> <in>into</in> <vbg>making</vbg> <in>that</in> <nn>world</nn> <det>a</det> <jjr>better</jjr> <nn>place</nn> <pp>.</pp>
620370a6646d3e0f58d7fabff064ff9b,<nnp>\n</nnp> <nnp>\nThese</nnp> <nns>students</nns> <md>can</md> <rb>really</rb> <vb>make</vb> <det>a</det> <nn>difference</nn> <pp>.</pp>
620370a6646d3e0f58d7fabff064ff9b,<prp>They</prp> <vbp>are</vbp> <vbn>excited</vbn> <cc>and</cc> <jj>curious</jj> <cc>and</cc> <vb>want</vb> <to>to</to> <vb>learn</vb> <in>about</in> <det>the</det> <nn>world</nn> <in>around</in> <prp>them</prp> <pp>.</pp>
620370a6646d3e0f58d7fabff064ff9b,<nnp>Microscopes</nnp> <md>will</md> <vb>help</vb> <prp>them</prp> <vb>explore</vb> <prps>their</prps> <nn>world</nn> <cc>and</cc> <wp>what</wp> <vbz>makes</vbz> <prp>it</prp> <det>a</det> <jj>great</jj> <nn>place</nn> <to>to</to> <vb>live</vb> <pp>!</pp>
61e1e005f75af6fb73b7eea265272180,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>24</cd> <nn>hula</nn> <nns>hoops</nns> <cc>and</cc> <det>a</det> <jj>mobile</jj> <nn>easel</nn> <cc>and</cc> <nn>pad</nn> <to>to</to> <vb>help</vb> <prp>us</prp> <vbp>exercise</vbp> <prps>our</prps> <nns>bodies</nns> <cc>and</cc> <nn>brain</nn> <in>at</in> <det>the</det> <jj>same</jj> <nn>time</nn> <pp>.</pp>
61c22c1e0586d68898e4a6496bf8924d,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nn>carpet</nn> <pp>.</pp>
61be0cfc46d2c8292fce595f1347f287,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nn>projector</nn> <pp>.</pp>
61979352f2aecbcd5e86d69ff2c60283,<cc>and</cc> <det>the</det> <pp>.</pp> <ppr>''</ppr>
618dc35b858b799cf65978656d811a45,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>two</cd> <jj>nice</jj> <jj>quiet</jj> <nn>pencil</nn> <nns>sharpeners</nns> <prp>they</prp> <md>can</md> <vb>use</vb> <to>to</to> <vb>sharpen</vb> <prps>their</prps> <nns>pencils</nns> <in>throughout</in> <det>the</det> <nn>day</nn> <in>without</in> <jj>distracting</jj> <nns>others</nns> <pp>.</pp>
618dc35b858b799cf65978656d811a45,<det>The</det> <nn>one</nn> <prp>we</prp> <vbp>have</vbp> <rb>currently</rb> <vbz>is</vbz> <rb>so</rb> <jj>loud</jj> <pp>!</pp>
61808769f6d1cf2d21b376bce35a4e74,<ppl>``</ppl> <prp>You</prp> <vbp>know</vbp> <wrb>how</wrb> <prp>it</prp> <vbz>seems</vbz> <in>like</in> <nns>kids</nns> <vbp>know</vbp> <wrb>how</wrb> <to>to</to> <vb>use</vb> <nns>computers</nns> <rb>better</rb> <in>than</in> <nns>adults</nns> <pp>?</pp>
61808769f6d1cf2d21b376bce35a4e74,<det>The</det> <jj>funny</jj> <nn>thing</nn> <vbz>is</vbz>
617e35f2456eae147e10533766628c99,<ppl>``</ppl> <prp>We</prp> <md>can</md> <rb>never</rb> <jj>underestimate</jj> <det>the</det> <nn>power</nn> <in>of</in> <nn>technology</nn> <in>in</in> <jj>academic</jj> <nn>instruction</nn> <pp>.</pp>
617e35f2456eae147e10533766628c99,<nnp>My</nnp> <nns>students</nns> <vbp>are</vbp> <vbn>excited</vbn> <in>about</in> <vbg>using</vbg> <nn>technology</nn> <in>as</in> <vbg>learning</vbg> <nns>tools</nns> <pp>.</pp>
617e35f2456eae147e10533766628c99,<det>The</det> <nn>use</nn> <in>of</in> <nnp>Air</nnp> <nnp>Slate</nnp> <cc>and</cc> <det>the</det> <nnp>Galaxy</nnp> <nn>tablet</nn> <md>will</md> <rb>surely</rb> <vb>enhance</vb> <nn>participation</nn> <in>among</in> <nns>students</nns> <in>in</in> <prps>my</prps> <nn>classroom</nn> <in>by</in> <vbg>motivating</vbg> <cc>and</cc> <jj>engaging</jj> <prp>them</prp> <pp>.</pp>
617e35f2456eae147e10533766628c99,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>Students</nns> <vbp>are</vbp> <in>in</in> <nns>grades</nns> <cd>3-5</cd> <pp>.</pp>
617e35f2456eae147e10533766628c99,<prps>Our</prps> <nn>classroom</nn> <vbz>is</vbz> <det>a</det> <jj>moderate</jj> <to>to</to> <jj>severe</jj> <rb>intellectually</rb> <vbn>challenged</vbn> <jj>special</jj> <nn>education</nn> <nn>class</nn> <cc>and</cc> <cd>98</cd> <nn>%</nn> <in>of</in> <det>these</det> <nns>students</nns> <vbp>are</vbp> <jj>eligible</jj> <in>for</in> <jj>free</jj> <nn>breakfast</nn> <cc>and</cc> <nn>lunch</nn> <pp>.</pp>
617e35f2456eae147e10533766628c99,<det>All</det> <jj>my</jj> <nns>students</nns> <vbp>are</vbp> <vbn>considered</vbn> <rb>socioeconomically</rb> <jj>disadvantaged</jj> <cc>and</cc> <prps>our</prps> <nn>school</nn> <vbz>is</vbz> <vbn>classified</vbn> <in>as</in> <det>a</det> <nn>Title</nn> <prp>I</prp> <nnp>School</nnp> <pp>.</pp>
617e35f2456eae147e10533766628c99,<nnp>My</nnp> <nns>students</nns> <vbp>are</vbp> <vbn>diagnosed</vbn> <in>with</in> <nn>autism</nn> <lrb>[</lrb> <cc>and</cc> <jj>other</jj> <nn>multiple</nn> <nns>disabilities</nns> <rrb>]</rrb> <wdt>which</wdt> <vbp>are</vbp> <rb>mostly</rb> <vbn>associated</vbn> <in>with</in> <det>some</det> <jj>distinct</jj> <nns>disorders</nns> <pp>.</pp>
617e35f2456eae147e10533766628c99,<prp>They</prp> <vbp>have</vbp> <vbg>learning</vbg> <nns>disabilities</nns> <wdt>which</wdt> <vb>impede</vb> <prps>their</prps> <nn>ability</nn> <to>to</to> <nn>access</nn> <det>the</det> <jj>general</jj> <nn>education</nn> <nn>curriculum</nn> <pp>.</pp>
617e35f2456eae147e10533766628c99,<det>These</det> <nns>students</nns> <vbp>need</vbp> <nns>accommodations</nns> <cc>and</cc> <nns>modifications</nns> <in>in</in> <nn>order</nn> <to>to</to> <nn>comprehend</nn> <nns>instructions</nns> <in>at</in> <cc>or</cc> <in>near</in> <prps>their</prps> <nn>grade</nn> <nns>levels</nns> <pp>.</pp>
617e35f2456eae147e10533766628c99,<prp>We</prp> <rb>generally</rb> <vb>use</vb> <nn>supplementary</nn> <nns>materials</nns> <to>to</to> <vb>meet</vb> <det>the</det> <jj>academic</jj> <nns>needs</nns> <in>of</in> <nns>students</nns> <in>through</in> <jj>alternate</jj> <nn>curriculum</nn> <pp>.</pp>
617e35f2456eae147e10533766628c99,<nnp>\n</nnp> <nnp>\nThe</nnp> <nn>iPad-like</nn> <nn>technology</nn> <in>for</in> <nn>autistic</nn> <nns>students</nns> <vbp>have</vbp> <vbn>shown</vbn> <to>to</to> <vb>be</vb> <rb>very</rb> <jj>effective</jj> <nn>teaching</nn> <nns>tools</nns> <pp>.</pp>
617e35f2456eae147e10533766628c99,<det>These</det> <nns>applications</nns> <vbp>have</vbp> <det>the</det> <jjs>latest</jjs> <nn>technology</nn> <jj>available</jj> <to>to</to> <vb>increase</vb> <nn>independence</nn> <in>for</in> <nns>students</nns> <in>with</in> <nn>autism</nn> <pp>.</pp>
617e35f2456eae147e10533766628c99,<det>The</det> <nn>tablet</nn> <vbz>is</vbz> <jj>helpful</jj> <in>for</in> <jj>calming</jj> <cc>and</cc> <vbg>focusing</vbg> <in>for</in> <nns>children</nns> <wp>who</wp> <vbp>have</vbp> <det>the</det> <nn>tendency</nn> <to>to</to> <vb>need</vb> <jj>extra</jj> <nn>support</nn> <in>in</in> <jj>such</jj> <nns>areas</nns> <pp>.</pp>
617e35f2456eae147e10533766628c99,<det>The</det> <nn>tablet</nn> <md>will</md> <vb>allow</vb> <det>the</det> <nns>students</nns> <to>to</to> <vb>participate</vb> <in>in</in> <nns>activities</nns> <in>that</in> <nn>will</nn> <vb>excite</vb> <prp>them</prp> <in>into</in> <vbg>learning</vbg> <pp>.</pp>
617e35f2456eae147e10533766628c99,<det>The</det> <jj>new</jj> <nn>technology</nn> <in>with</in> <det>the</det> <nns>apps</nns> <md>will</md> <vb>encourage</vb> <cc>and</cc> <vb>enhance</vb> <nn>student</nn> <nn>learning</nn> <in>in</in> <prps>my</prps> <nn>classroom</nn> <pp>.</pp>
617e35f2456eae147e10533766628c99,<det>The</det> <nnp>Air</nnp> <nnp>Slate</nnp> <nnp>Bluetooth</nnp> <nnp>Technology</nnp> <vbz>is</vbz> <det>an</det> <jj>interactive</jj> <nn>technology</nn> <pp>.</pp>
617e35f2456eae147e10533766628c99,<prp>It</prp> <vbz>is</vbz> <jj>excellent</jj> <in>for</in> <det>both</det> <nn>group</nn> <cc>and</cc> <jj>one-one</jj> <nn>instruction</nn> <pp>.</pp>
617e35f2456eae147e10533766628c99,<det>The</det> <nn>use</nn> <in>of</in> <det>this</det> <nn>assistive</nn> <nn>technology</nn> <nn>method</nn> <vbz>is</vbz> <vbn>suited</vbn> <to>to</to> <det>the</det> <nn>learning</nn> <nn>style</nn> <in>of</in> <nns>children</nns> <in>with</in> <nn>autism</nn> <nn>spectrum</nn> <nns>disorders</nns> <in>in</in> <det>the</det> <nn>way</nn> <in>of</in> <nns>academics</nns>
617bbc3de973f30919970eac014df0a8,<nns>headphones</nns> <cc>and</cc> <cd>24</cd> <nn>book</nn> <nns>bags</nns> <pp>.</pp> <ppr>''</ppr>
616a82ed31956589d497732ce665d726,<ppl>``</ppl> <vb>Do</vb> <prp>you</prp> <vbp>remember</vbp> <wrb>how</wrb> <jj>hard</jj> <prp>it</prp> <vbd>was</vbd> <to>to</to> <vb>learn</vb> <wrb>how</wrb> <to>to</to> <vb>read</vb> <wrb>when</wrb> <prp>you</prp> <vbd>were</vbd> <jjr>younger</jjr> <pp>?</pp>
616a82ed31956589d497732ce665d726,<nnp>Learning</nnp> <wrb>how</wrb> <to>to</to> <vb>sound</vb> <in>out</in> <det>the</det> <nns>words</nns> <cc>and</cc> <nn>blend</nn> <to>to</to> <vb>put</vb> <prp>them</prp> <rb>together</rb> <pp>?</pp>
616a82ed31956589d497732ce665d726,<nnp>My</nnp> <nns>students</nns> <nn>struggle</nn> <in>with</in> <det>this</det> <jj>daily</jj> <pp>.</pp>
616a82ed31956589d497732ce665d726,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <vbp>are</vbp> <nns>kindergarteners</nns> <in>in</in> <det>a</det> <nnp>High</nnp> <nnp>Poverty</nnp> <nn>school</nn> <pp>.</pp>
616a82ed31956589d497732ce665d726,<prp>I</prp> <vbp>teach</vbp> <cd>19</cd> <nns>students</nns> <jj>daily</jj> <cc>and</cc> <vbg>learning</vbg> <wrb>how</wrb> <to>to</to> <vb>read</vb> <vbz>is</vbz> <det>a</det> <nn>struggle</nn> <in>for</in> <prp>them</prp> <pp>.</pp>
616a82ed31956589d497732ce665d726,<prp>I</prp> <rb>currently</rb> <vb>have</vb> <cd>7</cd> <jj>English</jj> <nn>Language</nn> <nns>learners</nns> <in>in</in> <prps>my</prps> <nn>room</nn> <wp>who</wp> <vbp>are</vbp> <rb>also</rb> <vbg>struggling</vbg> <to>to</to> <vb>learn</vb> <det>the</det> <jj>English</jj> <nn>language</nn> <in>along</in> <in>with</in> <det>the</det> <nns>standards</nns> <prp>they</prp> <vbp>are</vbp> <vbn>required</vbn> <to>to</to> <vb>learn</vb> <pp>.</pp>
616a82ed31956589d497732ce665d726,<nnp>\n</nnp> <nnp>\nWith</nnp> <det>a</det> <nn>phonemic</nn> <nn>awareness</nn> <nn>listening</nn> <nn>center</nn>
61594d7fc326d4ed82ceea2477a7fd38,<cc>but</cc> <jj>modern</jj> <nn>teaching</nn> <vbz>requires</vbz> <jj>modern</jj> <nns>tools</nns> <pp>!</pp>
61594d7fc326d4ed82ceea2477a7fd38,<det>A</det> <nn>document</nn> <nn>camera</nn> <md>will</md> <vb>allow</vb> <prp>me</prp> <to>to</to> <vb>create</vb> <jj>visual</jj> <pp>.</pp> <ppr>''</ppr>
6152e09a2395b0d1412c53849e892e03,<det>a</det> <nn>wall</nn> <nn>projector</nn> <nn>screen</nn>
614a49490d8f2630cc3e40a6cd234e80,<nnp>Star</nnp> <nnp>Wars</nnp>
614781f115c13b929560fc10608ef658,<to>to</to> <vb>make</vb> <nn>math</nn> <rbr>more</rbr> <jj>realistic</jj> <cc>and</cc> <jj>hands-on</jj> <pp>.</pp> <ppr>''</ppr>
61445eead26d78a7ede1041ef4431ab5,<nn>poster</nn> <nn>paper</nn>
61330aaf5da53d16bf6450e2b836cfb8,<ppl>``</ppl> <vbg>Having</vbg> <det>a</det> <jj>rich</jj> <nn>vocabulary</nn> <vbz>is</vbz> <jj>essential</jj> <to>to</to> <vbg>developing</vbg> <nn>reading</nn> <nn>comprehension</nn> <cc>and</cc> <det>a</det> <nn>love</nn> <in>of</in> <nn>reading</nn> <pp>.</pp>
61330aaf5da53d16bf6450e2b836cfb8,<nnp>My</nnp> <nns>students</nns> <vbp>are</vbp> <jj>eager</jj> <to>to</to> <vb>learn</vb> <cc>but</cc> <det>the</det> <nn>language</nn> <nns>arts</nns> <nns>resources</nns> <vbp>are</vbp> <vbn>limited</vbn> <pp>.</pp>
61330aaf5da53d16bf6450e2b836cfb8,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <vbp>are</vbp> <det>an</det> <jj>enthusiastic</jj> <nn>group</nn> <in>of</in> <nnp>Fifth</nnp> <nns>Graders</nns> <pp>.</pp>
61330aaf5da53d16bf6450e2b836cfb8,<prp>They</prp> <vbp>are</vbp> <jj>hard</jj> <nn>working</nn> <cc>but</cc> <vb>require</vb> <det>a</det> <nn>lot</nn> <in>of</in> <nn>support</nn> <in>in</in> <nn>reading</nn> <cc>and</cc> <nn>vocabulary</nn> <nn>building</nn> <nns>skills</nns> <pp>.</pp>
61330aaf5da53d16bf6450e2b836cfb8,<prps>Their</prps> <jj>limited</jj> <nn>vocabulary</nn> <nns>skills</nns> <vbp>are</vbp> <rb>negatively</rb> <vbg>impacting</vbg> <prps>their</prps> <nn>reading</nn> <nn>development</nn> <pp>.</pp>
61330aaf5da53d16bf6450e2b836cfb8,<prp>We</prp> <vbp>are</vbp> <in>at</in> <det>a</det> <nn>Title</nn> <prp>I</prp> <nn>school</nn> <in>in</in> <wdt>which</wdt> <rb>almost</rb> <cd>90</cd> <nn>%</nn> <in>of</in> <det>the</det> <nns>students</nns> <vbp>are</vbp> <in>on</in> <det>a</det> <jj>free</jj> <cc>and</cc> <jj>reduced</jj> <nn>lunch</nn> <nn>program</nn> <pp>.</pp>
61330aaf5da53d16bf6450e2b836cfb8,<jj>Many</jj> <in>of</in> <prps>my</prps> <nns>students</nns> <vbp>are</vbp> <nnp>ESL</nnp> <cc>and</cc> <vb>do</vb> <rb>not</rb> <vb>have</vb> <jj>many</jj> <nns>opportunities</nns> <in>for</in> <vbg>learning</vbg> <in>outside</in> <in>of</in> <det>the</det> <nn>school</nn> <nn>environment</nn> <pp>.</pp>
61330aaf5da53d16bf6450e2b836cfb8,<nnp>Most</nnp> <vbp>do</vbp> <rb>not</rb> <vb>have</vb> <det>an</det> <nn>opportunity</nn> <to>to</to> <vb>visit</vb> <jj>public</jj> <nns>libraries</nns> <pp>.</pp>
61330aaf5da53d16bf6450e2b836cfb8,<nnp>\n</nnp> <nnp>\nI</nnp> <vbp>am</vbp> <vbg>trying</vbg> <to>to</to> <vb>build</vb> <det>a</det> <jj>rich</jj> <nn>language</nn> <nn>learning</nn> <nn>environment</nn> <in>for</in> <prps>my</prps> <nns>students</nns> <pp>.</pp>
61330aaf5da53d16bf6450e2b836cfb8,<prp>I</prp> <md>will</md> <vb>be</vb> <vbg>working</vbg> <in>with</in> <nns>students</nns> <in>in</in> <jj>small</jj> <nns>groups</nns> <in>for</in> <jjs>most</jjs> <in>of</in> <prps>my</prps> <nn>language</nn> <nns>arts</nns> <nn>block</nn> <pp>.</pp>
61330aaf5da53d16bf6450e2b836cfb8,<in>During</in> <det>this</det> <nn>time</nn>
6113eea8ca22c29724f25cd268a0b541,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>seven</cd> <nn>cello</nn> <nns>bows</nns> <to>to</to> <vb>allow</vb> <prp>them</prp> <to>to</to> <vb>continue</vb> <nn>playing</nn> <in>in</in> <prps>our</prps> <nn>orchestra</nn> <rb>properly</rb> <pp>.</pp>
61105ea0ba0d35b9ee29f69c4681f809,<ppl>``</ppl> <wrb>How</wrb> <jj>many</jj> <nns>times</nns> <vbp>have</vbp> <prp>you</prp> <vbn>been</vbn> <vbg>working</vbg> <in>on</in> <nn>something</nn> <rb>very</rb> <jj>important</jj> <in>in</in> <prps>your</prps> <nn>computer</nn> <cc>and</cc> <rb>then</rb> <vb>discover</vb> <prp>you</prp> <md>ca</md> <rb>n't</rb> <vb>save</vb> <prp>it</prp> <pp>?</pp> <pp>!</pp>
61105ea0ba0d35b9ee29f69c4681f809,<nnp>Too</nnp> <jj>many</jj> <nns>times</nns> <det>this</det> <vbn>happened</vbn> <to>to</to> <det>the</det> <nns>children</nns> <in>in</in> <prps>my</prps> <jj>instructional</jj> <nn>technology</nn> <nns>classes</nns> <pp>.</pp>
61105ea0ba0d35b9ee29f69c4681f809,<ex>There</ex> <vbp>are</vbp> <jj>many</jj> <nns>families</nns> <in>that</in> <nn>cannot</nn> <nn>buy</nn> <nn>flash</nn> <nns>drives</nns> <pp>.</pp>
61105ea0ba0d35b9ee29f69c4681f809,<nnp>\n</nnp> <nnp>\nOur</nnp> <nn>school</nn> <vbz>has</vbz> <det>a</det> <nn>population</nn> <in>of</in> <in>over</in> <cd>1</cd>
60fff075001850cbee2be2c161c60de9,<det>this</det> <nn>carpet</nn> <md>will</md> <vb>provide</vb> <det>a</det> <jj>clean</jj>
60f46fcf80187223bc91bf72a43653c6,<in>as</in> <det>a</det> <nn>child</nn>
60eea4f64770384fc872186b97b6178e,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <to>to</to> <vb>be</vb> <vbn>recognized</vbn> <cc>and</cc> <vbn>rewarded</vbn> <in>for</in> <prps>their</prps> <jj>hard</jj> <nn>work</nn> <in>over</in> <det>the</det> <nn>course</nn> <in>of</in> <det>the</det> <nn>school</nn> <nn>year</nn> <in>while</in> <vbg>experiencing</vbg> <det>a</det> <jj>different</jj> <nn>side</nn> <in>of</in> <prps>their</prps> <nn>hometown</nn> <pp>.</pp>
60d98ed3b604ef53634c095fab8ee351,<ppl>``</ppl> <prps>Our</prps> <nns>students</nns> <vbp>are</vbp> <vbg>designing</vbg> <cc>and</cc> <nn>building</nn> <prps>their</prps> <jj>own</jj> <nns>electronics</nns> <cc>and</cc> <nns>robotics</nns> <nns>projects</nns> <in>for</in> <prps>our</prps> <nns>robotics</nns> <nns>classes</nns> <cc>and</cc> <in>for</in> <prps>our</prps> <nnp>FIRST</nnp> <nns>robotics</nns> <nn>team</nn> <pp>.</pp>
60d98ed3b604ef53634c095fab8ee351,<prp>They</prp> <vbp>need</vbp> <to>to</to> <rb>rapidly</rb> <nn>prototype</nn> <nns>parts</nns> <prp>they</prp> <nn>design</nn> <vbg>using</vbg> <nnp>SolidWorks</nnp> <cc>and</cc> <jj>other</jj> <nn>Computer</nn> <vbn>Aided</vbn> <nnp>Design</nnp> <nn>software</nn> <pp>.</pp>
