projectid,title
892566245a5a9b7b44924560a5469625,Comfy Reading in the Classroom
892458ae9b301d954e4ee6236f1b44b5,"No Cubbies
8923caf5a4987038b88cee67b1e2da9e,Mini iPads For Me! 
88fdfa69e06be13f5f8e0255b5a6086a,Netbook For Individualizing Learning
88facc5fa894cedf244eb02ac0ef7055,Art Students In Need Of Cameras-Please Help Us!
88df3dd160f80cfbf3245b40bf582863,Materials for Success!
88d7a91b37e8e9ead076a925808c482e,60 Students in Block Class Need Speakers for Sound System
88d6b6e7d829036bc9eecc772d855490,Hands-on Learning
88d44ed30f696773ad0db973926f5caf,Read Any Good Nooks Lately?
88c89a9fa7b20913b33583d5e50e9a8c,Embracing Every Reader: Building a Beloved Leveled Library
88c382fb9d0c5815ae5fbf02327488f8,Watchmen: A Shared Reading Experience
889e6a182a7d10a2dcc3d66d64753155,Chemical Reactions: Na + H2O = BOOM! 
8894cfd083436d0abe344899d02afc85,We Want To Integrate Technology Into Our P.E. Program!
887d795211dfb6a73d5d3b5a79acacf5,Expanding Horizons with Recorders
886d0305ed7f01f95e2e2f34be75a2bf,Math+Lego = Awesome!
886648ba4043865881538815a2ac9eb0,Leveled Reading Books
885f69d50ffbd05a786c5add3d8f4dbc,Terrific Technology
885867913971f702cf39e0f7ac6e4202,Keeping Kids Reading: Using Book Series 
88487881e78ebef257881da16a3cd2aa,Prek Students With Special Needs Benefit From Having An Ipad
8844e57c2437ef1d44106a65fa42b6fd,We Want More!
883dae533cd8839c9d50e257b5a0d802,Fighting Middle Eastern Stereotypes
8835cdf7a780e561694dea3b1c809313,Brainy Students Need Books and Supplies
8819b44866b306edc59aa78d258658a1,Adding Interactive Technology to Our Classroom!
8816a514a0f7329e41b18f42b6490b4e,A True 21st Centruy Classroom
881276d3c89b12a84ba78b4c382e2581,Books for Seventh Grade
87fbc43ac9806c0c9483d12a11822573,Elmo for Learning
87d4a6a2a8cde66f5d6bde028a983d1e,Filming History!!
87d4592bf36cf0a62518a20a1c125c8d,We Nook for Books
87d375fe4908ebb0acc61786063038b0,Bullies Not Allowed! 
87c7b6c2b1276798009aec30b4f199c9,We Can't Complete Our Computer Work - We Need Ink!
87c70172fbfcff10d3c0ab9ae6a9ce2b,Book Boxes. . .Taking Us On Adventures
87bbb41b41c8c614b56f72ea2d2e6c97,Of Mice and Men: Friendship and Dreams 
878fa6ae07eda4f4ae3675269a09800d,ABC's of Kindergarten-Letter and Sound Recongnition 
878e37a0a0112ac8cfff03939e05ff92,What Have You Found In Your Owl Pellets?
8783b54e5a74afbf4226253e13498978,An All in One Benefits Everyone!
877f63a3d89655ca217a3f2c956a0105,Help us THRIVE during Daily 5
87769b0d535be052b0af3b7d496fdf84,Take Me Home Country Roads
876c7e387832fd9ecc8ce1c1f9841f6c,Games to Get Glamorous Grades!
874a41e0d0afd391a0e129bb4a1c234c,A Shelving Situation!
87448f54b6403c56e7db5d901befab2a,Go Cobra's!
8736733fcadb088c9b639ee6927cfba9,Budding Artists! Mini Monets! Promising Picassos! 
87306a36989e6d86049c5b753825a711,Ready for School!!!
871bd87d5849bedb4826e696ff0bc237,Interactive Short Story Writers
870177590de5053f17bd12bfebb9dbbc,Time and Weekly Readers to Keep Us Current
86fe3581a99e6ba8279c8e4f3fdd6a4e,Readers Becoming eReaders:  Remodeling Classroom Library
86fcbcb5cf96c711e5e7ed2d9ee8fd2f,Sports! Sports! Sports! We Need Sports Books In Our Library!
86fb85b19eba851091e6563d410c7870,Multisensory Learning
86f24c7b62bdfe61ea632d0cb04cadd9,The Middle Schoolers and the Myths
86ebedec9fc148c33aef09d6ef136e79,Author! Author! ... We're All Authors!
86d8698d8050ec8ce8d1996e99ec3cb3,Stop Bullying Now!
86c95282edb38dd690391ed4725b5e0c,Zooming In For Learning!
86c440ab6893182f1223d4f88bfad8ec,Take Home Book Bags
86c27867494bb5f04ca930a0f9af0302,Playground Equipment for PE
86bb0cf0c0eb808f28efdae6a81d05d7,Time for Recess!!!!!  
86aae00bd822897bf5954d9a56b9a513,iPad 2! Do You?
86aa722047ccb74b7b913de7f37464d6,Hands-on Math for a Better Understanding
86a88616808f87f694861ecccde57b00,Math Manipulatives
86a15398f5c26e3f9a6259e43b8aa2aa,'Easel' Like Sunday Morning! Part 2
86859a24b16ad071e9cbbab381e0cf7c,Sounding Spectacular: Instruments For Our Band
867e278635c30c76da9a4bd486155b1d,"The Martial Fine Arts: Recorder Karate
867028f9982afd7a449cfb4f70069036,Inspire with the TI Nspire!
8656f8ebacceaf3c4dad875944a1e16c,iPads for i-Mazing Students
8630f82f9e0632f7d46b1d34e118a74b,371Cakes Needs an Oven To Bake!
86291a6019c035b49abeccbbb384a0d5,Hands-on Inquiry Still Needs Pencils
8622788ee123ec444d57e068518e22b4,Recorded Books Helping Students to be Successful
8615cb465c54cb04292b5df8ffd85b35,Hurry! Hurry! Punch our Papers!!!
860723e6b529d83305c2f34b725be522,Walk Two Moons
860308f7c982681febeb741dcfe59893,Safety First!!
860226a29d5803a2db94b42afed3df11,"Mag
85f583ee8e0a3fef434735de8226d232,A Clean and Cozy Place For Everyone 
85ec207c642ee198cdddbab30597704d,Excellent Educational Experiences with Epson!
85e81bb0cb615c0acde9acf89d902052,Cutting It the Right Way
85e140a0d2cb28767d05801bd5c9c889,Review Quiz
85deff32ef26961e39c88054999a5f34,Get a Handel On It?
85d2a9467511d359a7c9302805895f53,"Read
85b9ae27e29b4f85c97bf425fa9a13b4,Free Energy for Future Generations
85b95de0ab5271a0eebbc5fc9f0b3a0d,Reading is Fun!
859e5afdefcc44344ec89725f5c4a601,Handy Dandy Handeling Resources
859c025cdef8e28dba7986c876db77d5,America the Fun!
8599fb2233ac50b608364990a4b7f00b,Wonder What We'll see  When Someone Donates a Microscope??
859998e153df3485715f2b429dd50bde,Math Laboratory
8583412c59fa79613175ac555b95986d,Books for Barrios!
857cff6d8fc73992f1f6468de0260d51,Critical Thinking and Creativity- A First Grade Journey
856e7f0938b66f119d3157741b8f12d4,Help Students Project Images With a Projector
856c24b1a75e513a811f9d682c59f3f1,Ravenous Readers Need More Books!
8559f9d39da81d44126a4d82261dd46e,Anything Shows!  Document Cameras in a High School Classroom
855763f6927ef63fa8b28b2354dfccba,Art Supplies
8554f51dbec47a4570d52b7411912c31,Magical Math
855328677103bd1c1e62e1e16ebc76ef,Notebooks For Math
854402294a90875d01c4249dfc37bbf7,Books for Seventh Graders!
85375e7c6077c25eceb31f453b9de7f0,Help Me Get To College!!
852b862e3d1e5683c6082d55cbf5b104,Interactive Whiteboard
85251e33593c55562d9756e561a43f75,Desperately in Need of Classroom Calculators
852444945207bb40b2e16104f93936c4,Post-it Party
8516c4e6d45dbad32318ef9caf4f651d,Adventures on the Learning Station
850bf3378ddc142c1361056135de5e25,I Spy
85093bd403224176eaa842910c61175b,Bullies Beware
8503efd09236ae32d1b73ea09138584b,You Can Help Us Add To Our Center Time
84f009cdffef59c2c1d1185468b6405f,Unlock the Learning Potential in All Students
84eb898cddbfe66c12a80eeb728cd309,We are Happy for New Apps
84e3194f65640f5f3c664b92c0fd5447,Best Way to Get Students to Read? BOOKS!
84e28db860e3b008c8b08441d8202918,Help Us Write From The Start
84cd42ec940241c1c2a9e711a7c5668e,Hoops for Silk Painting
84ad349bd622000402c15f0880f5d17a,STEM In Living Color
84ac50ac9ad47092bd44b7c254866b23,Teacher Supply
849fac1fda48a74fb7cd6af7172ce64c,Think Music
849ec7fa5b7b24410056d9f9eede0c1f,Technology in the Classroom
848c9bf5f1eda49f24746cfd80a634b2,The Basic Necessities
84803c866a4450d2bb5dd151e7e8c8c2,Dreaming of Chromebooks!
847c03d7b2a5a843bb701c7f15f15af3,We Want To Write
847babd3da1586f4cc0f4291b8fa2a9d,Integrating All Students In Learning
8476cbdebe207cf0ab6dbae4a2a252b8,Creating Our Memory Book
8476061630a4cfe5d96b40bc69e8f471,"It Takes More Than a Village
8470b0f8ab68a4fea86e0721d8a04b10,"It's Not ""Just"" Art - Tools Needed For Drawing Class"
845b7d1a8bc90f1335837d86866ae07e,Let's Get Graphic!
84585be53eedf6b34975f55dfd010a1d,21st Century Literacy
84403d4f8dc129ae92112dad05d1245d,Let's Organize Literacy Materials 
8433284f66efc031a00842c07e910671,Kids Changing The World-One Research Project  At  A Time
84312d940c40bd890cd69d6d01b486fe,Keep Those Instruments Healthy and Clean!
8405622c327c08b0a4d3d2dc8a80d02b,From KIPP to the Courtroom
83fa067f983733f9593907a661ebcaf4,Artchitecture And Artifacts Make Learning Come Alive
83f5855e813b5572938bc9e339afb0ea,Future Scientists Seek Supplies with Disney's Help & Yours!
83f4c3978b8da6b9b1cf4eddd1a969b0,To Be Or Not To Be Connected?
83e483e81092a596cdfab6c4ead60f7c,Why Are We Learning This?
83e1f55d6d6561cfa7054eb75f713a57,"CATCH"" the Nutrition Wave: Student-Created Nutrition PSAs"
83e159822b56f373fcff2d5aaf70799c,Is That A Bird or Reptile?
83d384b3bacb1f4605029b331d281deb,THE Everest Project - Homeless And College Bound
83cd4edb2fac520d076433d965742bdd,"Non verbal students: communicating
83b04415eaeaadc085bf1fbf9dd824af,Clipboards and Critical Thinking
83a9a768976cedd29fa9a332e7548230,Winter Drama Production
839e729aecc6e4cf4abb9ff1a662a9cb,My Kindergarten Class Needs Scissors And Paint!
8363601c9519a3802afc1f406683240c,Read Alouds Build a Community of Readers
8353242ab749e36a1a8be616f87c4ef9,iLearn
834fb53ab3cf382ef15143e3a0f7b791,39 Clues Club
83453ec623c6032ba5544c912347d2ce,"I Like To Move It
833a2df06dc8edf094ac1607d33fc662,Literary Exposition
833405e0d6cb70c3785a75682cd4e15d,"Play It Again
8332b7ca3d89d8ea07b488397f4e9d31,Techno Tools for Learning!
831f6828bb3605c2ebeb67b464def4f1,Technology Centers
8315517621d30734efb1ca6975d94ee5,Growing Scholars in Kindergarten
8309ec76ce35fab5c90d8d4ac81225dc,Open Centers for Kids to Explore
83012a84ec8318d7ad889082c28256fb,Perseverance
82fcc9709a45db1723ebeedfb26b9eb0,TIMER:Training Independent Musicians and Experts at Recorder
82f9dfbb49fd27830b4ae6aee623ec42,Magnificent Mathematical Minds
82f4a26a44cbd5fc6f8bdbb5ee82b254,Brighten Our Classroom With A Color Laser Printer!
82f283c5b82697b8ac2be4768ef2a5b4,High Interest Books to Engage Finicky Readers
82f02177cfe929fed38457b97536e743,Demonstration For Education!
82df77bea1b4d09bca9eb9f46d96eda0,Keep Calm And Common Core 
82c9f7d30b285db4cbbbce5c9e30e0bb,Leap Me to the Future!
82ba380fa5090cc9de3e34fa5fd59f4b,"Oh
82acd462aec5d74bac82f338bc0cc01b,Leaping For The Love of Learning in Pre-K
82a6f0d1f6cc598a3b526e6cd22edcc9,Drop Everything And READ
82a21d0682b74408fbe23bc4cd5f849f,First Impressions: Impressing World Cultures into Clay
828e7314259a1d46dc64b2d2c1b0875f,I Love To Read!!!
8280af47266385822af7c88b2482f0b8,Almost Back to Normal in Kindergarten!! 
827f3037814775cd6b190af65ed128ab,Listen Up! Calling All Little Readers.
82715b057f68e8da4778cc870e371c9e,World News For 3rd Graders
826ff16550fc6db27e4f8c3904103444,Super Sorting Students
825827c699cf3f941900e108b0e23a01,Project Art 
825399444dec2b921b1e2a09ffdb65f1,3rd Graders Planning with Planners
8245397f549a7ed9c633ba2d027733c8,Wire Me Happy- Men In Motion 
8243169cdf7ab42a430694434698f655,Ms. C's Campers Need Camp Supplies!
823cf620b2badfa36d36444a6f2d359b,Kindergarten Needs Centers!! Please Help! 
82286724546e6a5dee48eea4ee9ffc0c,Bully Busters!  We Need to Stop the Bullies!
8225ad55d172ce42c75debbbb6c39bbe,Our Work Stations Need Work
8214a84a3acc84e6db746ae6c722c78c,21st Century Learners In Need Of Technology
820f8f39d8912e92ce5bb365f5ea1b3e,The Translators
8209fbd67d0997fb1fa7d1147ae000f3,Bored Out Of My Gourd...
8203ee6e6533cff6be26c8da0213e389,Restore Classroom Supplies Damanged By Super Storm Sandy!
8200d8e3cd752010ded78db717a60e9b,Learning Through Skype
81f23c1f393d9fcba076be96f0cedae6,Autism Classroom in Seek of Awesome Sensory Experiences!
81e92c029e6880872573833ac8f9e66e,We Love Books!
81e1d4e09e1224257982d2bdd989a872,Kinnected to Math
81d9850c905986e77bcef73fd80b894b,"Letters
81d07839e9b4c909ff18d041d0b02ded,Help Us Go from Crates to Bookshelves
81c688dc447d97a00883d21892fc9edc,"Two TI Graphing Calculators for AP Calculus
81a32dc4745fe418e5d1559d841a9089,"Disney
818b49a37a43d2fa3d816102f388b7b9,"Puzzle
818138f423247a5bae56642861365f5a,Making Moments through Math
817aae2e6789e4dc3bb5c829c3d3f0a4,Technology for the Little Ones
814693fba05990c576a18c856e560caa,Organizing Future Scholars
813c28db9d91bdfde8c6e3b9cfe869df,Joining the 21st Century! 
813ad16745b7b92dfe1dd5e3802b4fa6,Checking our Progress
81330b440097c9c4a1cedb04e746b5fe,Navigating on the Magical Carpet Towards Excellence
811fdb6eea06f780151f9bc9fbb933ca,Engineering Through Snap Circuits
8116ad8a3448827402765465611398a2,Little Programmers
81165956d38bbee25044aa9048e0f420,Giving Students the Edge: Calculators for Science. 
8112a73578fe323530e6fcd611266307,Computer Generated Public Sculpture!
80efc174264ff35b1ace90fcbd36417c,Increasing Rigor and Ensuring Understanding
80e1d834e28a3d201b1007383c602eea,Leap to Success
80d6839cf6ef907cc74d49518d482d0c,Building Future Leaders of America
80c72d0bcbe349a4754ea3ff67cd7837,Discovering Anne Frank
80b1fbfbda157baaa29f963b22f8a8fb,Hook Our Kids With the Nook!
8097d86f988cd9a45616fbf7f8775441,Art Stars!
80959f9a06fb4830b6cfe204acd233dc,iPad Mini Makes Huge Impact
808c5d7eed046ae6cb6bc0f39d1b1722,Tools to Teach First Graders 
805825ad032be2c4e4756dbb04db1329,We Want To Grow Into Great Readers
8055476122221de4dd8be0822c79bac4,Growing Mariachi Needs your Support
804a76895d6a9f8176fe8e9c216a0447,Charlotte Comes Alive For Kindergarteners!
802d87616426bf98a4a9dc7c61d10849,Sharp Minds Need Sharp Pencils
80272e7e23aa8a56d8c9a897e377238e,Help Digitally Photograph Our Art and Explore Photography!
8020f49b7bd61f6f8ed153f3cb50ac6d,CD Players for Individual Listening Centers
801d55d946c272c496d33e4227a08fa6,Bengals Book Club
8017f2d94cdf9c621ad9764faaa9bb98,Cassette/CD Listening Center
8015aa7b2a2991b148f50ae72f338614,Science Centers: Helping Students Become Scientists
8003e69cd7c1cdd4495c508b7cc1436d,Finding Meaning...
7ff75b94dc544631a253b33202a1aba2,Digital Keyboard for Traveling School Choir
7ff5256f08bcb0bcff6caf9d4e0273f9,Picture This
7ff19bf984e4c94e5df8130b1e741cf1,It's about TIME! (Stopwatches for science experiments)
7ff18e7edd828e84b68da8cc4600910e,Let's Not Be A Bore With Common Core
7ff1697b026d890b3e0c59678d2b97d9,The Sad Non-Fiction
7feebc07f8f6d25eb5cbbc635c48f74e,Budget Cuts Hurt Worse Than Paper Cuts!
7fe203ad92545a6edf823cdbef80c819,Oh No! Our Computer Has Broken! Technology Replacement!
7fe09a278c2cc4299ef1f75265359791,Special Needs Classroom Needs Supplies
7fd033a48658cffe2adeadb5f7ea0152,Massive Measurement Tools Needed for Labs
7fcda2438db1b02e1b6f256a7a2b379b,The Green Team
7fc520985810b64afdb582187ec86599,A Book IS More Than a Gift
7fbfd668dc31376c5aeff4dfb06a0165,History Comes Alive!
7fbc49d9ddfdf8d9b1bc65eef798bac9,Fun and Games in Math Class!
7fb6aa7b95a2e016ffbdd4e844269c5c,Making Magic Happen!
7f819ee60ea3bfa687f77d9418f339ef,DREAM Dramatic Reading Enrichment Accelerating Mastery
7f7d5502ea088c0bd0e6fb4663708a92,Shredding Project
7f785e18918d88189197eefc47c4bae3,Elijah of Buxton: A Pre-Emancipation Novel/Civil War Study
7f76cfd0552d08c4bd71984ce9c4092c,Back to School Bookpalooza!
7f74669fe778751efb22c182d7015513,Artists Need Supplies!
7f618a920538b735f58f15b8e7c268ff,"Bully"" Movie Trip"
7f5f63545aae28b6c6e1169f1be0f1d4,Technology For Second Grade!
7f5ed6c70d3835415fa5ae5593b4964b,Multi-Media Support For ELL's
7f5ddcdee867165ccf234e8465b5ecbb,Art! Art! Please Save Our Art!
7f5b61629de98ae18bf47fdff0898110,Let's Make Every Month Reading Month
7f2fe1861c1271d9ba1d2d7a91583d06,3rd Grade Authors
7f234d4bce226128285d10c617fe8a1e,Bill Nye Makes Science Exciting!
7f0c6dd56c7f157068495bf3a9d71269,Chromebooks Needed - Technology Infused Learning!
7f0a3c170ad98e2b0090f0159dd80d8b,Making Friends Through Social Skills - Autism
7f07395cfaf63090d9ebed79f2d5ecf2,A Primary Rug for Primary Kids
7f02b897455ef8b2caa9081d4d7c9431,Bringing Microorganisms To Life
7ee4459c6b50870d12dd166516369384,Centers Make Social Studies Come Alive
7ee2571780786d1a42fe2a6b1e81dffd,Up Close And Personal:  Small Hands Embracing Nature
7edd2b62d0c66fa6257906d84766c5bd,Speak to the Beat: Learning and Living through Poetry
7ed8f39173211bffdc37e637e4a020f9,Mixed Media Japanese Geisha
7ed0fb5e6726d1256fa1fcdc5ca3fed9,You Can't Stop the Beat
7ec14aef04918f7caa1fa4cc2e911c5a,Enhancing Reading through Technology
7ebb08404788b93f6c2ae06513bee3ca,U.S. History At Their Fingertips
7eb74e325cff351d5dc1562480be6343,World Music Makers
7eafb3fa7cc0d61d2ac0a966bfb68f80,Conquering the Code
7eab97bbc772aff473b2738427ed3f8c,"Healthy
7ea61c38d36e69ec88bf9a5de6a6d304,Understanding Time for Students With Autism
7e9c97b8e6c8bd90c8965a2301d864fb,Struggling Readers Can Learn Phonics with Magnets
7e995fe5f0363a4a65cb4a9c22a82c10,Up Close and Personal!
7e97f49a5cc0172ff4c4845f9eacb915,Wanted: Trampoline...No Strings Attached
7e8b626502452dd8d7d3f6f253213f40,Falling in Love With Reading
7e8173cdf659ce108d7d63c8674edbdf,Cart
7e729da003539535fcea97ca01241ef0,We've Got the Need...to Read!
7e6daae967bf64144087ab738a93b5df,Flop Down and Flip a Page
7e6cb4f77e9b6a3c92d8bf51878667fa, Pedometers Count The Steps To Better Fitness
7e684f1c7ef12fbef78966bac9ed5b37,Urgent Reading Intervention Needed!
7e6584f6dc6dc126fb474f67718e99ff,How People Around The World Access Books
7e5d006b851b17515117122407ceaeb9,"Highlight"" Successful Reading"
7e5aad74bd9a02b6170087fc253d7c38,Tablets For Technology
7e58c1e8e7ebeb08e5bc9ca107e56347,Give a Little Bit! Give a Little Bit of Your Time to Me!
7e5177cd4cbf03061db8c457da362b21,Circle Time
7e423a77845f35768f7d1deb45e340d2,Experimental Chemistry
7e3e20b4dd2fe6629b41e8aa00ed0a49,Bullying Video
7e38e9be2f5cf10a41260385a1e816d0,Don't Take It For Granite
7e2ef7e23f528b97d39c768c9264234f,Second Grade Class Trying To Dive into the Digital World!
7e2257865b1ac1001755ac3ced0c8045,Writing Manuals for College Ready Writing
7e17032f07b226223f9874b3d4e00c8e,"Lights
7e0ef92598752af7b1802f23bf11cfde,Phonemic Awareness Centers
7e0ba58c046ba54852a0a550b84d28d1,Help Me Read with Leapfrog Tag Readers
7e046d2b498272185b3b3f10dd41b1c0,Tip The Balance For Science Labs
7e00a9a907586ed6aa29b175bb570578,Turn Up the Volume!
7de235b87e2d7d4ea3ba7d36f55dbef0,Write It Right
7dd5e51fb7cd8f2faff4d241604e7f91,Technology Rocks!
7dc6c9c8aec270084e056079141212b3,Are There Germs Everywhere!? Our Petri Dish Project!
7db751734ff204710d7c8c37cf93c1f2,Tech Savvy Art Room
7dafc46ca7632e7c62c3ed123b430cd4,Sketchbooks
7da710bf97c9f30be9ae06e94d10dc6b,Tag Us!  We Want to Read!
7da7009cb0f53dbf9daf1ba96c98bd03,Practice Makes Perfect!
7d9ebd4dd06f7aede3e0326332c71ac1,Heads or Tails
7d8d4d65cfea0747db767e4f92f24f59,Help! Color Printer For Our New Computer Lab in the Library
7d86d204cca3fb0e4ccf79956ae04aae,Stop! Listen! and Learn!
7d78c4af0a8ca1cd68649f9222a2309d,Art Supplies Beyond the Basics
7d6e2154641ea6ce7cda86b00b9d3150,"Organized
7d6de78f620e3cb9f7012c446f6bbf3f,Amazing Hokki Stools for the Resource Room!
7d6c2e4507fccf01088f7870356afe65,Wonders of the Computer Age!!!
7d414a72e98acbce159a1ab5a629c535,Music Counts!
7d359e6a86d76308f150ed99403ea834,Motivating Young Readers
7d2b141f6e7dd405ebaec9af6e870c3f,Technology Enhancement for Students
7d17cdd95a4f6116ab1c24fd0d9d1752,Tickle Our Ears!
7d0dd7eb777f7adbf9f2301c27c2e19b,Dolphins Dare to Dream
7d086af45b6c43a7354d982281685f4e,DHS Soccer:  Workers Are Winners!
7d030efdbc127b14888910f01367eccf,Newsletter Seeks Pizazz with Pictures!
7cef0f84cce663e0acbf06d43ba1632a,Physics Lab Materials Lost in Hurricane Sandy
7ce6500a1293d1ce488c6da86a0505b6,Keeping Kids on Target
7cd7f6e8c7f2cb3e17a5558070ca9848,Students with Special-Needs Need Special Reading Resources!
7cd4e1ccd50c42a05418581a6cde2171,First Graders Discover Life Science!
7cd4cd1a98ea47bce66a78432b11ab64,"An Ipad To Change ""I Can't"" To ""I Can"
7cc701d4a3e0a39e4dd2aeda1b468f24,Around The World in 180 Days of Kindergarten
7cc3cf02f7a2c1e61483d76b870729ff,Missing Math Tools Make Math Hard!
7cb4a3e21c785779fbcda2646e9ec1ec,Not Your Ordinary Classroom Library
7c96570df29cc73595838fc5900bf9ca,Rich Resources for Math & Financially Literacy 
7c8fe660f28bd5225c5bd4f5c718072c,Team Sports & Fitness for Teens!
7c7c8045766c2c1c051d44239f07e29b,Bookcases Needed For Our Classroom Library!!
7c62c414ca55d43112248f35121f17f4,Life Science - Hands-On Investigations Galore!
7c6270f1af8d50f0eda3571bef4ebb78,Communicating With My Peers
7c6225d3d499d2859df9884b173844da,Shhhh... I'm Reading with a Partner!
7c42f579eb1221ca49f2472ad37c079b,Bass Drum and Cymbals
7c4184cbba44e72481dd2364963bc215,Young Writers
7c41395b204034beb9d5abd02227af22,"Books: How We Love Them
7c4114cc6ae635f4a9ffcb28240f0564,Drum Pads for Aspiring Percussionists
7c3f046ec183ea88f31ffed991cc8f5c,STEM - Local Water Testing
7c1bc3b1dfcc4a6aeb40d965a5a7a30f,Digital Storytelling: Technology Meets the Pen
7c15c8a311e879ec16554e215c606f9f,Listening For Literacy
7bff01ac708fbe35ac5a89caa19b67b2,Technology Needed
7bfd6fee4faa4ceb9adb9d830261ee66,Teaching Diverse Students with Diverse Resources!
7bf7a10df92b620564372507741c8f8e,Stretch! Catch! Focus!: Keeping Scholars On Task
7bf774f7fa057fc9d570eee072c46da8,Science Strings
7bee461978ff6721f56872fd76adb8a4,Blue Ridge Recycle Project
7be5bc53f64f80a249d3b2337a6c8415,Extended Day Literature Circles!
7bdce7ee0534f7c011682804d256e333,Help Us ZOOM In Our Classroom!
7bc9271bec8f9980b684f771b01560e9,Leap Leading Special Needs Students to Engaged Learning!!
7bafc91adfba1d187fc233923d8ad160,Reading for Fun
7ba3f94efa611b903c89b35d0db47e8a,Sensory Time!
7ba35440ccad2c1fd224a5f23b9ac74b,iPad To Inspire Young Minds!
7ba07215f76235bdf5d0601d4f6feba6,iWish for an iPad
7b919a94192715a8da99f96aa192158c,Dish Washer
7b8e32db0126457fc21d38f3b87b9fb4,Teaching Writing through Reading!
7b8bc65ec97f92464513bc35ca6d437c,New Computer Desperately Needed for College Office
7b7e217aaca324f2842739a850f2740c,Fishing for the Facts
7b6c10a50eed689b69c449814ab773d0,Help Wanted: Cozy Reading Area Needed!  
7b5af13f7aadd40d1632507a873d05f9,Tech Savvy Students in Need of New Technology
7b54bed101af1b101ad029a48b7df018,We Can't Count On Our Fingers
7b477e65529c587440d62dee98350643,Music Equipment
7b41ce88d8d656eec345dcfe4ee5069e,"Please
7b2bc529a3669ea7d8d2f753aa005fd9,Bring in the Bass!
7b1d61c0756082b76e9c2fe5380aba6f,Help Us Stay Sharp!
7b0a845c05f8ae9e09db0fdbe83feb7b,Tools of The Writing Trade
7b07b01cf89c64bb109b1ffe991aa964,Photographic Memories
7b0189a2db8e526ffcdfef13edbefc2b,Teaching Culture!
7afc2579aad4b5d2ec2623af72b30ec8,Here's Nooking At You
7af69f2960e6845de2db32ac9323136f,Help our 5th Grade Read Together!
7af3f27c64e5f34f062f59640f4c6339,"Computer For My Cool Kids
7ae322b5760cf4079682b7380c928cc8,Science for Star Students
7ae16f56bed0951a9d1c03cd80b28ab5,Please Let ME Reach My Potential While I Work!
7ae03da6578a094ae2161e5dd06763ff,"Honoring the Past
7ad79bfeeb393975cfd2234af42e5d75,Making Memories
7acc0c1124866a6487ddb62abb3550d3,"Extra
7aca1130fc7f874a7111f8027a052526,Wildcat Summer Reading Program
7ac9619665b53ed4acda7e826c3daedb,Utilizing Technology to Create Great Writers
7ac6e351ca690fb6ebfb06328f9fa82f,Young Artists and the Gulf Coast Disaster
7ac1ce9023fe22e819d638339a03e941,*HELP* Early Childhood Kids Need Headphones For Audio Books
7abba154d3fc4afa6addff69b6306799,Math Counts and We Count Too!
7aa7a4409e231f56685fc76f83ad884d,Re-Thinking Education In The Age Of Internet
7aa6dfcc2039ea2f5631781b740f2975,A Click Away
7a95a2d8acaa724c95cbadd46fe7b790,Literacy Centers for Really Smart Kindergartners!
7a91758c38313427f113b9e628a57834,Looking to the Future with a Printer
7a8032bd5bc5893afe18d29d1ab86cab,"Technology in a High Needs
